,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
225,17-62,"Private,Self-emp-not-inc,State-gov",268700-278130,"5th-6th,Assoc-acdm,Assoc-voc,Bachelors,HS-grad,Masters",3-14,"Married-civ-spouse,Never-married,Separated","Craft-repair,Other-service,Prof-specialty,Protective-serv","Husband,Not-in-family,Other-relative,Own-child",White,Male,0,0,40-50,"Cuba,Mexico,United-States","<=50k,>50k"
226,30-58,Private,177905-180980,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0,0-1741,20-58,"France,Iran,United-States","<=50k,>50k"
227,24-58,"Private,Self-emp-not-inc,State-gov",236596-242406,"11th,Bachelors,HS-grad,Some-college",7-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Handlers-cleaners,Machine-op-inspct,Sales,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0-4386,0,40-45,"Puerto-Rico,United-States","<=50k,>50k"
228,18-64,"Local-gov,Private,Self-emp-not-inc",181054-183930,"11th,Bachelors,HS-grad,Some-college",7-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0,0-2179,12-50,"Poland,United-States","<=50k,>50k"
229,19-41,"Local-gov,Private",206399-209109,"12th,Assoc-acdm,HS-grad,Masters,Some-college",8-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0,0-1977,35-60,"Mexico,United-States","<=50k,>50k"
230,20-65,"Local-gov,Private",111095-114060,"Assoc-acdm,Bachelors,HS-grad,Prof-school,Some-college",9-15,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Transport-moving","Husband,Own-child,Wife",White,"Female,Male",0,0-1719,16-45,"Portugal,United-States","<=50k,>50k"
231,22-45,Private,377869-399087,"11th,5th-6th,Bachelors,HS-grad,Masters,Some-college",3-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Other-relative,Own-child,Wife","Black,White","Female,Male",0-4064,0-1876,25-40,"Mexico,United-States",<=50k
232,24-59,"Local-gov,Private,Self-emp-not-inc,State-gov",169846-172579,"10th,Assoc-acdm,Bachelors,HS-grad,Some-college",6-13,"Divorced,Married-civ-spouse,Never-married,Separated,Widowed","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Tech-support","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0-7298,0,20-40,"England,United-States","<=50k,>50k"
233,18-64,"Federal-gov,Local-gov,Private",21174-29662,"11th,Assoc-acdm,HS-grad,Some-college",7-12,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Handlers-cleaners,Other-service,Sales","Husband,Own-child,Wife",White,"Female,Male",0,0,16-50,United-States,"<=50k,>50k"
234,25-58,"Federal-gov,Local-gov,Private,Self-emp-inc",254202-259323,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Asian-Pac-Islander,Black,White","Female,Male",0,0-1408,20-75,"Thailand,United-States","<=50k,>50k"
235,18-56,"Private,Self-emp-inc,Self-emp-not-inc",302146-309974,"11th,Bachelors,HS-grad,Some-college",7-13,"Married-civ-spouse,Never-married,Separated","Adm-clerical,Farming-fishing,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife","Asian-Pac-Islander,Black,White","Female,Male",0,0,20-60,"Cambodia,Laos,United-States","<=50k,>50k"
236,20-44,"Local-gov,Private,Self-emp-not-inc",116632-117789,"11th,9th,Assoc-acdm,Doctorate,HS-grad,Some-college",5-16,"Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Protective-serv,Transport-moving","Husband,Not-in-family,Own-child,Wife",White,"Female,Male",0,0-2042,40-45,"Portugal,United-States","<=50k,>50k"
237,24-59,"Local-gov,Private,Self-emp-not-inc,State-gov",169846-172579,"10th,Assoc-acdm,Bachelors,HS-grad,Some-college",6-13,"Divorced,Married-civ-spouse,Never-married,Separated,Widowed","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Tech-support","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0-7298,0,20-40,"England,United-States","<=50k,>50k"
238,20-48,Private,186824-188386,"Assoc-voc,Doctorate,HS-grad,Some-college",9-16,"Divorced,Married-civ-spouse,Never-married,Widowed","Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Unmarried,Wife",White,"Female,Male",0-15024,0-1887,25-60,United-States,"<=50k,>50k"
239,21-50,"Private,Self-emp-not-inc",202692-205759,"7th-8th,Assoc-acdm,Bachelors,HS-grad,Masters",4-14,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-2174,0,40-72,"Dominican-Republic,United-States","<=50k,>50k"
240,20-48,"Private,Self-emp-not-inc,State-gov",146538-153790,"Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Machine-op-inspct,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,Asian-Pac-Islander,White","Female,Male",0,0,25-50,United-States,"<=50k,>50k"
241,31-74,"Local-gov,Private,Self-emp-inc",96975-99928,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-15024,0,9-80,United-States,"<=50k,>50k"
242,17-60,"Local-gov,Private",242606-248344,"11th,7th-8th,HS-grad,Some-college",4-10,"Divorced,Married-civ-spouse,Never-married,Separated","Craft-repair,Handlers-cleaners,Machine-op-inspct,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,Black,White","Female,Male",0,0,12-56,"Mexico,United-States","<=50k,>50k"
243,30-59,"Private,Self-emp-not-inc,State-gov",141297-146268,"Assoc-acdm,Assoc-voc,Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Married-spouse-absent","Adm-clerical,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Unmarried","Asian-Pac-Islander,Black,White","Female,Male",0-7688,0-1380,35-42,"India,Taiwan,United-States","<=50k,>50k"
244,22-45,Private,377869-399087,"11th,5th-6th,Bachelors,HS-grad,Masters,Some-college",3-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Other-relative,Own-child,Wife","Black,White","Female,Male",0-4064,0-1876,25-40,"Mexico,United-States",<=50k
245,25-58,"Federal-gov,Local-gov,Private,Self-emp-inc",254202-259323,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Asian-Pac-Islander,Black,White","Female,Male",0,0-1408,20-75,"Thailand,United-States","<=50k,>50k"
246,18-64,"Federal-gov,Local-gov,Private",21174-29662,"11th,Assoc-acdm,HS-grad,Some-college",7-12,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Handlers-cleaners,Other-service,Sales","Husband,Own-child,Wife",White,"Female,Male",0,0,16-50,United-States,"<=50k,>50k"
247,26-47,"Federal-gov,Local-gov,Private,State-gov",184018-186110,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Machine-op-inspct,Prof-specialty,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,15-45,"Mexico,United-States","<=50k,>50k"
248,26-63,"Local-gov,Private,Self-emp-inc",220531-228456,"Assoc-voc,Bachelors,HS-grad,Prof-school",9-15,"Divorced,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Prof-specialty,Protective-serv,Tech-support","Husband,Not-in-family,Other-relative,Wife","Black,White","Female,Male",0,0,40-64,United-States,"<=50k,>50k"
249,17-61,"Private,Self-emp-inc,State-gov",65324-71195,"11th,Assoc-acdm,Bachelors,HS-grad,Masters,Prof-school",7-15,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Prof-specialty,Sales","Husband,Not-in-family,Own-child",White,"Female,Male",0,0,12-60,United-States,"<=50k,>50k"
250,17-57,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc",190942-192262,"1st-4th,9th,Doctorate,HS-grad,Some-college",2-16,"Divorced,Married-civ-spouse,Never-married,Widowed","Armed-Forces,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Priv-house-serv,Prof-specialty","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-1055,0-1902,24-60,United-States,"<=50k,>50k"
251,20-50,"Private,Self-emp-not-inc",30653-34918,"Assoc-acdm,Bachelors,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Own-child,Wife","Other,White","Female,Male",0-2407,0,15-98,"Germany,United-States",<=50k
252,19-41,"Local-gov,Private",206399-209109,"12th,Assoc-acdm,HS-grad,Masters,Some-college",8-14,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0,0-1977,35-60,"Mexico,United-States","<=50k,>50k"
253,17-61,"Private,Self-emp-inc,State-gov",65324-71195,"11th,Assoc-acdm,Bachelors,HS-grad,Masters,Prof-school",7-15,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Prof-specialty,Sales","Husband,Not-in-family,Own-child",White,"Female,Male",0,0,12-60,United-States,"<=50k,>50k"
254,18-71,"Private,Self-emp-not-inc",428030-494223,"Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married,Separated","Craft-repair,Exec-managerial,Handlers-cleaners,Sales","Husband,Not-in-family,Other-relative,Unmarried","Black,White","Female,Male",0,0-1977,2-65,United-States,"<=50k,>50k"
255,24-59,"Local-gov,Private,Self-emp-not-inc,State-gov",169846-172579,"10th,Assoc-acdm,Bachelors,HS-grad,Some-college",6-13,"Divorced,Married-civ-spouse,Never-married,Separated,Widowed","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Tech-support","Husband,Not-in-family,Unmarried,Wife","Black,White","Female,Male",0-7298,0,20-40,"England,United-States","<=50k,>50k"
256,23-52,"Local-gov,Private,Self-emp-not-inc",188401-190762,"1st-4th,Assoc-acdm,HS-grad,Some-college",2-12,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Machine-op-inspct,Protective-serv","Husband,Not-in-family,Own-child","Black,White","Female,Male",0,0,20-52,"Mexico,United-States",<=50k
257,25-50,Private,192776-193815,"1st-4th,Assoc-acdm,Doctorate,HS-grad,Masters,Some-college",2-16,"Married-civ-spouse,Married-spouse-absent,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Tech-support","Husband,Own-child,Unmarried",White,"Female,Male",0,0-1977,40-60,United-States,"<=50k,>50k"
258,22-46,"Local-gov,Private",279196-285020,"Bachelors,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Machine-op-inspct","Husband,Not-in-family,Own-child,Wife","Black,White","Female,Male",0-7298,0,30-80,United-States,"<=50k,>50k"
259,20-50,"Private,Self-emp-not-inc",30653-34918,"Assoc-acdm,Bachelors,HS-grad,Masters,Some-college",9-14,"Married-civ-spouse,Never-married","Adm-clerical,Exec-managerial,Farming-fishing,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Own-child,Wife","Other,White","Female,Male",0-2407,0,15-98,"Germany,United-States",<=50k
260,31-74,"Local-gov,Private,Self-emp-inc",96975-99928,"10th,Bachelors,HS-grad,Masters,Some-college",6-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-15024,0,9-80,United-States,"<=50k,>50k"
261,17-65,"Private,Self-emp-not-inc,State-gov",175024-176796,"11th,Assoc-acdm,HS-grad,Some-college",7-12,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Farming-fishing,Handlers-cleaners,Other-service,Protective-serv,Sales","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0-2176,0,18-45,United-States,<=50k
262,24-76,"Private,Self-emp-not-inc",172927-174575,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family",White,"Female,Male",0,0-1564,10-50,United-States,"<=50k,>50k"
263,21-50,"Private,Self-emp-not-inc",202692-205759,"7th-8th,Assoc-acdm,Bachelors,HS-grad,Masters",4-14,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-2174,0,40-72,"Dominican-Republic,United-States","<=50k,>50k"
264,20-57,"Federal-gov,Private",403107-426017,"11th,5th-6th,9th,Doctorate,HS-grad,Masters,Some-college",3-16,"Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Other-service,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-15024,0,19-55,"El-Salvador,Mexico,United-States","<=50k,>50k"
265,26-63,"Local-gov,Private,Self-emp-inc",220531-228456,"Assoc-voc,Bachelors,HS-grad,Prof-school",9-15,"Divorced,Married-civ-spouse,Never-married,Separated","Adm-clerical,Craft-repair,Exec-managerial,Other-service,Prof-specialty,Protective-serv,Tech-support","Husband,Not-in-family,Other-relative,Wife","Black,White","Female,Male",0,0,40-64,United-States,"<=50k,>50k"
266,17-65,"Private,Self-emp-not-inc,State-gov",175024-176796,"11th,Assoc-acdm,HS-grad,Some-college",7-12,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Farming-fishing,Handlers-cleaners,Other-service,Protective-serv,Sales","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0-2176,0,18-45,United-States,<=50k
267,22-46,"Federal-gov,Private",351299-371987,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family","Black,White","Female,Male",0,0,15-80,United-States,<=50k
268,21-50,"Private,Self-emp-not-inc",193884-197200,"11th,7th-8th,Assoc-acdm,Assoc-voc,HS-grad,Some-college",4-12,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Wife",White,"Female,Male",0-7688,0-1564,20-50,"Ecuador,United-States","<=50k,>50k"
269,21-60,"Private,Self-emp-not-inc",199698-202683,"11th,Bachelors,Masters,Some-college",7-14,"Married-civ-spouse,Never-married","Exec-managerial,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried",White,"Female,Male",0,0,15-50,United-States,"<=50k,>50k"
270,31-66,"Federal-gov,Private,Self-emp-inc",127595-132178,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse,Never-married","Exec-managerial,Other-service,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0-7298,0,24-55,United-States,"<=50k,>50k"
271,23-56,"Local-gov,Private",214542-220419,"5th-6th,Bachelors,HS-grad",3-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Handlers-cleaners,Machine-op-inspct,Other-service,Protective-serv,Tech-support,Transport-moving","Husband,Not-in-family,Wife",White,"Female,Male",0,0-2339,40-56,"Mexico,United-States","<=50k,>50k"
272,19-67,"Federal-gov,Private,Self-emp-not-inc",228528-235485,"10th,11th,Assoc-acdm,HS-grad,Prof-school,Some-college",6-15,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife","Black,White","Female,Male",0-20051,0,35-48,United-States,"<=50k,>50k"
273,19-57,"Federal-gov,Private",248402-253814,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Exec-managerial,Other-service,Prof-specialty,Protective-serv,Sales,Tech-support","Husband,Not-in-family,Own-child,Unmarried","Black,White","Female,Male",0,0,8-55,United-States,"<=50k,>50k"
274,20-65,"Local-gov,Private",111095-114060,"Assoc-acdm,Bachelors,HS-grad,Prof-school,Some-college",9-15,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Transport-moving","Husband,Own-child,Wife",White,"Female,Male",0,0-1719,16-45,"Portugal,United-States","<=50k,>50k"
275,20-51,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc",56915-64293,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Prof-specialty,Sales","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,White","Female,Male",0-2407,0,30-60,United-States,<=50k
276,17-62,"Private,Self-emp-not-inc,State-gov",268700-278130,"5th-6th,Assoc-acdm,Assoc-voc,Bachelors,HS-grad,Masters",3-14,"Married-civ-spouse,Never-married,Separated","Craft-repair,Other-service,Prof-specialty,Protective-serv","Husband,Not-in-family,Other-relative,Own-child",White,Male,0,0,40-50,"Cuba,Mexico,United-States","<=50k,>50k"
277,19-66,"Local-gov,Private,Self-emp-not-inc",163003-169469,"7th-8th,Assoc-voc,Bachelors,HS-grad",4-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Handlers-cleaners,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child,Unmarried,Wife","Asian-Pac-Islander,Other,White","Female,Male",0-1409,0-2179,35-80,"Philippines,Puerto-Rico,United-States",<=50k
278,30-59,"Private,Self-emp-not-inc,State-gov",141297-146268,"Assoc-acdm,Assoc-voc,Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Married-spouse-absent","Adm-clerical,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Unmarried","Asian-Pac-Islander,Black,White","Female,Male",0-7688,0-1380,35-42,"India,Taiwan,United-States","<=50k,>50k"
279,20-48,"Private,Self-emp-not-inc,State-gov",146538-153790,"Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Machine-op-inspct,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,Asian-Pac-Islander,White","Female,Male",0,0,25-50,United-States,"<=50k,>50k"
280,23-56,"Local-gov,Private",214542-220419,"5th-6th,Bachelors,HS-grad",3-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Handlers-cleaners,Machine-op-inspct,Other-service,Protective-serv,Tech-support,Transport-moving","Husband,Not-in-family,Wife",White,"Female,Male",0,0-2339,40-56,"Mexico,United-States","<=50k,>50k"
281,24-58,"Private,Self-emp-not-inc,State-gov",236596-242406,"11th,Bachelors,HS-grad,Some-college",7-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Handlers-cleaners,Machine-op-inspct,Sales,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0-4386,0,40-45,"Puerto-Rico,United-States","<=50k,>50k"
282,18-56,"Private,Self-emp-inc,Self-emp-not-inc",302146-309974,"11th,Bachelors,HS-grad,Some-college",7-13,"Married-civ-spouse,Never-married,Separated","Adm-clerical,Farming-fishing,Other-service,Sales,Transport-moving","Husband,Not-in-family,Own-child,Unmarried,Wife","Asian-Pac-Islander,Black,White","Female,Male",0,0,20-60,"Cambodia,Laos,United-States","<=50k,>50k"
283,24-76,"Private,Self-emp-not-inc",172927-174575,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family",White,"Female,Male",0,0-1564,10-50,United-States,"<=50k,>50k"
284,21-50,"Private,Self-emp-not-inc",193884-197200,"11th,7th-8th,Assoc-acdm,Assoc-voc,HS-grad,Some-college",4-12,"Married-civ-spouse,Never-married","Craft-repair,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Other-service,Prof-specialty,Tech-support","Husband,Not-in-family,Own-child,Wife",White,"Female,Male",0-7688,0-1564,20-50,"Ecuador,United-States","<=50k,>50k"
285,23-60,"Private,Self-emp-not-inc",81281-85815,"Assoc-acdm,Bachelors,HS-grad,Some-college",9-13,"Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Farming-fishing,Prof-specialty,Sales","Husband,Not-in-family,Wife","Asian-Pac-Islander,White","Female,Male",0,0,13-40,United-States,"<=50k,>50k"
286,25-50,Private,192776-193815,"1st-4th,Assoc-acdm,Doctorate,HS-grad,Masters,Some-college",2-16,"Married-civ-spouse,Married-spouse-absent,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Tech-support","Husband,Own-child,Unmarried",White,"Female,Male",0,0-1977,40-60,United-States,"<=50k,>50k"
287,23-52,"Local-gov,Private,Self-emp-inc",34987-42346,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Craft-repair,Farming-fishing,Other-service,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,24-65,United-States,"<=50k,>50k"
288,20-51,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc",56915-64293,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Prof-specialty,Sales","Husband,Not-in-family,Own-child","Amer-Indian-Eskimo,White","Female,Male",0-2407,0,30-60,United-States,<=50k
289,30-59,"Private,Self-emp-not-inc,State-gov",141297-146268,"Assoc-acdm,Assoc-voc,Bachelors,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Married-spouse-absent","Adm-clerical,Exec-managerial,Handlers-cleaners,Machine-op-inspct,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Unmarried","Asian-Pac-Islander,Black,White","Female,Male",0-7688,0-1380,35-42,"India,Taiwan,United-States","<=50k,>50k"
290,21-50,"Private,Self-emp-not-inc",202692-205759,"7th-8th,Assoc-acdm,Bachelors,HS-grad,Masters",4-14,"Divorced,Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Prof-specialty,Sales","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-2174,0,40-72,"Dominican-Republic,United-States","<=50k,>50k"
291,21-60,"Private,Self-emp-not-inc",199698-202683,"11th,Bachelors,Masters,Some-college",7-14,"Married-civ-spouse,Never-married","Exec-managerial,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried",White,"Female,Male",0,0,15-50,United-States,"<=50k,>50k"
292,17-57,"Federal-gov,Private,Self-emp-inc,Self-emp-not-inc",190942-192262,"1st-4th,9th,Doctorate,HS-grad,Some-college",2-16,"Divorced,Married-civ-spouse,Never-married,Widowed","Armed-Forces,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Priv-house-serv,Prof-specialty","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-1055,0-1902,24-60,United-States,"<=50k,>50k"
293,18-77,"Local-gov,Private,Self-emp-not-inc",132601-140359,"11th,Bachelors,Doctorate,HS-grad,Masters,Preschool,Some-college",1-16,"Married-civ-spouse,Never-married,Separated","Machine-op-inspct,Prof-specialty,Sales,Transport-moving","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-7298,0,35-60,United-States,"<=50k,>50k"
294,22-45,Private,377869-399087,"11th,5th-6th,Bachelors,HS-grad,Masters,Some-college",3-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Other-relative,Own-child,Wife","Black,White","Female,Male",0-4064,0-1876,25-40,"Mexico,United-States",<=50k
295,20-57,"Federal-gov,Private",403107-426017,"11th,5th-6th,9th,Doctorate,HS-grad,Masters,Some-college",3-16,"Married-civ-spouse,Married-spouse-absent,Never-married","Craft-repair,Handlers-cleaners,Other-service,Prof-specialty,Sales,Tech-support","Husband,Not-in-family,Other-relative,Own-child",White,"Female,Male",0-15024,0,19-55,"El-Salvador,Mexico,United-States","<=50k,>50k"
296,24-62,Private,155222-159841,"Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married,Widowed","Adm-clerical,Craft-repair,Exec-managerial,Machine-op-inspct,Other-service,Prof-specialty","Husband,Not-in-family,Own-child","Black,White","Female,Male",0-5178,0,24-42,United-States,"<=50k,>50k"
297,24-76,"Private,Self-emp-not-inc",172927-174575,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family",White,"Female,Male",0,0-1564,10-50,United-States,"<=50k,>50k"
298,24-67,"Private,State-gov",43323-51618,"Assoc-voc,HS-grad,Masters,Some-college",9-14,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Craft-repair,Other-service,Prof-specialty","Husband,Not-in-family,Unmarried,Wife",White,"Female,Male",0-14084,0-1762,24-50,United-States,"<=50k,>50k"
299,26-47,"Federal-gov,Local-gov,Private,State-gov",184018-186110,"Assoc-voc,Bachelors,HS-grad,Some-college",9-13,"Divorced,Married-civ-spouse,Never-married","Adm-clerical,Machine-op-inspct,Prof-specialty,Tech-support,Transport-moving","Husband,Not-in-family,Unmarried","Black,White","Female,Male",0,0,15-45,"Mexico,United-States","<=50k,>50k"
300,21-60,"Private,Self-emp-not-inc",199698-202683,"11th,Bachelors,Masters,Some-college",7-14,"Married-civ-spouse,Never-married","Exec-managerial,Other-service,Prof-specialty,Sales","Husband,Not-in-family,Own-child,Unmarried",White,"Female,Male",0,0,15-50,United-States,"<=50k,>50k"
301,24-76,"Private,Self-emp-not-inc",172927-174575,"Bachelors,HS-grad,Masters",9-14,"Divorced,Married-civ-spouse","Adm-clerical,Craft-repair,Exec-managerial,Prof-specialty,Sales,Tech-support,Transport-moving","Husband,Not-in-family",White,"Female,Male",0,0-1564,10-50,United-States,"<=50k,>50k"
